Id,Name,Year,Release Date,Duration,newDirector,newCreator,newActors,newGenre
tt0172493,"Girl, Interrupted",1999,14 January 2000 (USA),127 min,James Mangold,Susanna Kaysen,Angelina Jolie,Drama
tt0172493,"Girl, Interrupted",1999,14 January 2000 (USA),127 min,James Mangold,Susanna Kaysen,Angelina Jolie,Biography
tt0172493,"Girl, Interrupted",1999,14 January 2000 (USA),127 min,James Mangold,Susanna Kaysen,Angelina Jolie,Drama
tt0172493,"Girl, Interrupted",1999,14 January 2000 (USA),127 min,James Mangold,James Mangold,Angelina Jolie,Biography
tt0172493,"Girl, Interrupted",1999,14 January 2000 (USA),127 min,James Mangold,James Mangold,Angelina Jolie,Drama
tt0172493,"Girl, Interrupted",1999,14 January 2000 (USA),127 min,James Mangold,James Mangold,Angelina Jolie,Biography
tt0172493,"Girl, Interrupted",1999,14 January 2000 (USA),127 min,James Mangold,James Mangold,Angelina Jolie,Drama
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,Gabriel Byrne,Crime
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,Gabriel Byrne,Drama
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,Gabriel Byrne,Thriller
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,Gabriel Byrne,Crime
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,Gabriel Byrne,Drama
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,Gabriel Byrne,Thriller
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,Gabriel Byrne,Crime
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,Gabriel Byrne,Drama
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,Gabriel Byrne,Thriller
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,Gabriel Byrne,Crime
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,Gabriel Byrne,Drama
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,Gabriel Byrne,Thriller
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,Albert Finney,Crime
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,Albert Finney,Drama
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,Albert Finney,Thriller
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,Albert Finney,Crime
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,Albert Finney,Drama
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,Albert Finney,Thriller
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,Albert Finney,Crime
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,Albert Finney,Drama
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,Albert Finney,Thriller
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,Albert Finney,Crime
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,Albert Finney,Drama
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,Albert Finney,Thriller
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,John Turturro,Crime
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,John Turturro,Drama
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,John Turturro,Thriller
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,John Turturro,Crime
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,John Turturro,Drama
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,John Turturro,Thriller
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,John Turturro,Crime
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,John Turturro,Drama
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,John Turturro,Thriller
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,John Turturro,Crime
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,John Turturro,Drama
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Joel Coen,Ethan Coen,John Turturro,Thriller
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,Gabriel Byrne,Crime
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,Gabriel Byrne,Drama
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,Gabriel Byrne,Thriller
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,Gabriel Byrne,Crime
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,Gabriel Byrne,Drama
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,Gabriel Byrne,Thriller
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,Gabriel Byrne,Crime
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,Gabriel Byrne,Drama
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,Gabriel Byrne,Thriller
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,Gabriel Byrne,Crime
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,Gabriel Byrne,Drama
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,Gabriel Byrne,Thriller
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,Albert Finney,Crime
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,Albert Finney,Drama
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,Albert Finney,Thriller
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,Albert Finney,Crime
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,Albert Finney,Drama
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,Albert Finney,Thriller
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,Albert Finney,Crime
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,Albert Finney,Drama
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,Albert Finney,Thriller
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,Albert Finney,Crime
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,Albert Finney,Drama
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,Albert Finney,Thriller
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,John Turturro,Crime
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,John Turturro,Drama
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,John Turturro,Thriller
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,John Turturro,Crime
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,John Turturro,Drama
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,John Turturro,Thriller
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,John Turturro,Crime
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,John Turturro,Drama
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,John Turturro,Thriller
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,John Turturro,Crime
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,John Turturro,Drama
tt0100150,Miller's Crossing,1990,5 October 1990 (USA),115 min,Ethan Coen,Ethan Coen,John Turturro,Thriller
tt0493464,Wanted,2008,27 June 2008 (USA),110 min,Timur Bekmambetov,Michael Brandt,Angelina Jolie,Action
tt0493464,Wanted,2008,27 June 2008 (USA),110 min,Timur Bekmambetov,Michael Brandt,Angelina Jolie,Crime
tt0493464,Wanted,2008,27 June 2008 (USA),110 min,Timur Bekmambetov,Michael Brandt,Angelina Jolie,Fantasy
tt0493464,Wanted,2008,27 June 2008 (USA),110 min,Timur Bekmambetov,Michael Brandt,Angelina Jolie,Action
tt0493464,Wanted,2008,27 June 2008 (USA),110 min,Timur Bekmambetov,Michael Brandt,Angelina Jolie,Crime
tt0493464,Wanted,2008,27 June 2008 (USA),110 min,Timur Bekmambetov,Michael Brandt,Angelina Jolie,Fantasy
tt0493464,Wanted,2008,27 June 2008 (USA),110 min,Timur Bekmambetov,Derek Haas,Angelina Jolie,Action
tt0493464,Wanted,2008,27 June 2008 (USA),110 min,Timur Bekmambetov,Derek Haas,Angelina Jolie,Crime
tt0493464,Wanted,2008,27 June 2008 (USA),110 min,Timur Bekmambetov,Derek Haas,Angelina Jolie,Fantasy
tt0493464,Wanted,2008,27 June 2008 (USA),110 min,Timur Bekmambetov,Derek Haas,Angelina Jolie,Action
tt0493464,Wanted,2008,27 June 2008 (USA),110 min,Timur Bekmambetov,Derek Haas,Angelina Jolie,Crime
tt0493464,Wanted,2008,27 June 2008 (USA),110 min,Timur Bekmambetov,Derek Haas,Angelina Jolie,Fantasy
tt0442933,Beowulf,2007,16 November 2007 (USA),115 min,Robert Zemeckis,Neil Gaiman,Angelina Jolie,Animation
tt0442933,Beowulf,2007,16 November 2007 (USA),115 min,Robert Zemeckis,Neil Gaiman,Angelina Jolie,Action
tt0442933,Beowulf,2007,16 November 2007 (USA),115 min,Robert Zemeckis,Neil Gaiman,Angelina Jolie,Adventure
tt0442933,Beowulf,2007,16 November 2007 (USA),115 min,Robert Zemeckis,Neil Gaiman,Angelina Jolie,Animation
tt0442933,Beowulf,2007,16 November 2007 (USA),115 min,Robert Zemeckis,Neil Gaiman,Angelina Jolie,Action
tt0442933,Beowulf,2007,16 November 2007 (USA),115 min,Robert Zemeckis,Neil Gaiman,Angelina Jolie,Adventure
tt0442933,Beowulf,2007,16 November 2007 (USA),115 min,Robert Zemeckis,Roger Avary,Angelina Jolie,Animation
tt0442933,Beowulf,2007,16 November 2007 (USA),115 min,Robert Zemeckis,Roger Avary,Angelina Jolie,Action
tt0442933,Beowulf,2007,16 November 2007 (USA),115 min,Robert Zemeckis,Roger Avary,Angelina Jolie,Adventure
tt0442933,Beowulf,2007,16 November 2007 (USA),115 min,Robert Zemeckis,Roger Avary,Angelina Jolie,Animation
tt0442933,Beowulf,2007,16 November 2007 (USA),115 min,Robert Zemeckis,Roger Avary,Angelina Jolie,Action
tt0442933,Beowulf,2007,16 November 2007 (USA),115 min,Robert Zemeckis,Roger Avary,Angelina Jolie,Adventure
tt0086979,Blood Simple.,1984,18 January 1985 (USA),99 min,Joel Coen,Ethan Coen,John Getz,Crime
tt0086979,Blood Simple.,1984,18 January 1985 (USA),99 min,Joel Coen,Ethan Coen,John Getz,Thriller
tt0086979,Blood Simple.,1984,18 January 1985 (USA),99 min,Joel Coen,Ethan Coen,Frances McDormand,Crime
tt0086979,Blood Simple.,1984,18 January 1985 (USA),99 min,Joel Coen,Ethan Coen,Frances McDormand,Thriller
tt0086979,Blood Simple.,1984,18 January 1985 (USA),99 min,Joel Coen,Ethan Coen,Dan Hedaya,Crime
tt0086979,Blood Simple.,1984,18 January 1985 (USA),99 min,Joel Coen,Ethan Coen,Dan Hedaya,Thriller
tt0086979,Blood Simple.,1984,18 January 1985 (USA),99 min,Ethan Coen,Ethan Coen,John Getz,Crime
tt0086979,Blood Simple.,1984,18 January 1985 (USA),99 min,Ethan Coen,Ethan Coen,John Getz,Thriller
tt0086979,Blood Simple.,1984,18 January 1985 (USA),99 min,Ethan Coen,Ethan Coen,Frances McDormand,Crime
tt0086979,Blood Simple.,1984,18 January 1985 (USA),99 min,Ethan Coen,Ethan Coen,Frances McDormand,Thriller
tt0086979,Blood Simple.,1984,18 January 1985 (USA),99 min,Ethan Coen,Ethan Coen,Dan Hedaya,Crime
tt0086979,Blood Simple.,1984,18 January 1985 (USA),99 min,Ethan Coen,Ethan Coen,Dan Hedaya,Thriller
tt0218922,Original Sin,2001,3 August 2001 (USA),116 min,Michael Cristofer,Cornell Woolrich,Angelina Jolie,Drama
tt0218922,Original Sin,2001,3 August 2001 (USA),116 min,Michael Cristofer,Cornell Woolrich,Angelina Jolie,Mystery
tt0218922,Original Sin,2001,3 August 2001 (USA),116 min,Michael Cristofer,Cornell Woolrich,Angelina Jolie,Romance
tt0218922,Original Sin,2001,3 August 2001 (USA),116 min,Michael Cristofer,Cornell Woolrich,Angelina Jolie,Drama
tt0218922,Original Sin,2001,3 August 2001 (USA),116 min,Michael Cristofer,Cornell Woolrich,Angelina Jolie,Mystery
tt0218922,Original Sin,2001,3 August 2001 (USA),116 min,Michael Cristofer,Cornell Woolrich,Angelina Jolie,Romance
tt0218922,Original Sin,2001,3 August 2001 (USA),116 min,Michael Cristofer,Cornell Woolrich,Angelina Jolie,Drama
tt0218922,Original Sin,2001,3 August 2001 (USA),116 min,Michael Cristofer,Cornell Woolrich,Angelina Jolie,Mystery
tt0218922,Original Sin,2001,3 August 2001 (USA),116 min,Michael Cristofer,Cornell Woolrich,Angelina Jolie,Romance
tt0218922,Original Sin,2001,3 August 2001 (USA),116 min,Michael Cristofer,Cornell Woolrich,Angelina Jolie,Drama
tt0218922,Original Sin,2001,3 August 2001 (USA),116 min,Michael Cristofer,Cornell Woolrich,Angelina Jolie,Mystery
tt0218922,Original Sin,2001,3 August 2001 (USA),116 min,Michael Cristofer,Cornell Woolrich,Angelina Jolie,Romance
tt0218922,Original Sin,2001,3 August 2001 (USA),116 min,Michael Cristofer,Cornell Woolrich,Angelina Jolie,Drama
tt0218922,Original Sin,2001,3 August 2001 (USA),116 min,Michael Cristofer,Cornell Woolrich,Angelina Jolie,Mystery
tt0218922,Original Sin,2001,3 August 2001 (USA),116 min,Michael Cristofer,Cornell Woolrich,Angelina Jolie,Romance
tt0218922,Original Sin,2001,3 August 2001 (USA),116 min,Michael Cristofer,Cornell Woolrich,Angelina Jolie,Drama
tt0218922,Original Sin,2001,3 August 2001 (USA),116 min,Michael Cristofer,Cornell Woolrich,Angelina Jolie,Mystery
tt0218922,Original Sin,2001,3 August 2001 (USA),116 min,Michael Cristofer,Cornell Woolrich,Angelina Jolie,Romance
tt0218922,Original Sin,2001,3 August 2001 (USA),116 min,Michael Cristofer,Cornell Woolrich,Angelina Jolie,Drama
tt0218922,Original Sin,2001,3 August 2001 (USA),116 min,Michael Cristofer,Cornell Woolrich,Angelina Jolie,Mystery
tt0218922,Original Sin,2001,3 August 2001 (USA),116 min,Michael Cristofer,Cornell Woolrich,Angelina Jolie,Romance
tt0218922,Original Sin,2001,3 August 2001 (USA),116 min,Michael Cristofer,Cornell Woolrich,Angelina Jolie,Drama
tt0218922,Original Sin,2001,3 August 2001 (USA),116 min,Michael Cristofer,Cornell Woolrich,Angelina Jolie,Mystery
tt0218922,Original Sin,2001,3 August 2001 (USA),116 min,Michael Cristofer,Cornell Woolrich,Angelina Jolie,Romance
tt0218922,Original Sin,2001,3 August 2001 (USA),116 min,Michael Cristofer,Cornell Woolrich,Angelina Jolie,Drama
tt0218922,Original Sin,2001,3 August 2001 (USA),116 min,Michael Cristofer,Cornell Woolrich,Angelina Jolie,Mystery
