Id,Name,Year,Release Date,Duration,newDirector,newCreator,newActors,newLanguage,newCountry,newGenre
tt0758774,Body of Lies,2008,10 October 2008 (USA),128 min,Ridley Scott,David Ignatius,Russell Crowe,English,USA,Drama
tt0758774,Body of Lies,2008,10 October 2008 (USA),128 min,Ridley Scott,David Ignatius,Russell Crowe,English,USA,Thriller
tt0758774,Body of Lies,2008,10 October 2008 (USA),128 min,Ridley Scott,David Ignatius,Russell Crowe,English,UK,Action
tt0758774,Body of Lies,2008,10 October 2008 (USA),128 min,Ridley Scott,David Ignatius,Russell Crowe,English,UK,Drama
tt0758774,Body of Lies,2008,10 October 2008 (USA),128 min,Ridley Scott,David Ignatius,Russell Crowe,English,UK,Thriller
tt0758774,Body of Lies,2008,10 October 2008 (USA),128 min,Ridley Scott,David Ignatius,Russell Crowe,Arabic,USA,Action
tt0758774,Body of Lies,2008,10 October 2008 (USA),128 min,Ridley Scott,David Ignatius,Russell Crowe,Arabic,USA,Drama
tt0758774,Body of Lies,2008,10 October 2008 (USA),128 min,Ridley Scott,David Ignatius,Russell Crowe,Arabic,USA,Thriller
tt0758774,Body of Lies,2008,10 October 2008 (USA),128 min,Ridley Scott,David Ignatius,Russell Crowe,Arabic,UK,Action
tt0758774,Body of Lies,2008,10 October 2008 (USA),128 min,Ridley Scott,David Ignatius,Russell Crowe,Arabic,UK,Drama
tt0758774,Body of Lies,2008,10 October 2008 (USA),128 min,Ridley Scott,David Ignatius,Russell Crowe,Arabic,UK,Thriller
tt0758774,Body of Lies,2008,10 October 2008 (USA),128 min,Ridley Scott,David Ignatius,Mark Strong,English,USA,Action
tt0758774,Body of Lies,2008,10 October 2008 (USA),128 min,Ridley Scott,David Ignatius,Mark Strong,English,USA,Drama
tt0758774,Body of Lies,2008,10 October 2008 (USA),128 min,Ridley Scott,David Ignatius,Mark Strong,English,USA,Thriller
tt0758774,Body of Lies,2008,10 October 2008 (USA),128 min,Ridley Scott,David Ignatius,Mark Strong,English,UK,Action
tt0758774,Body of Lies,2008,10 October 2008 (USA),128 min,Ridley Scott,David Ignatius,Mark Strong,English,UK,Drama
tt0758774,Body of Lies,2008,10 October 2008 (USA),128 min,Ridley Scott,David Ignatius,Mark Strong,English,UK,Thriller
tt0758774,Body of Lies,2008,10 October 2008 (USA),128 min,Ridley Scott,David Ignatius,Mark Strong,Arabic,USA,Action
tt0758774,Body of Lies,2008,10 October 2008 (USA),128 min,Ridley Scott,David Ignatius,Mark Strong,Arabic,USA,Drama
tt0758774,Body of Lies,2008,10 October 2008 (USA),128 min,Ridley Scott,David Ignatius,Mark Strong,Arabic,USA,Thriller
tt0758774,Body of Lies,2008,10 October 2008 (USA),128 min,Ridley Scott,David Ignatius,Mark Strong,Arabic,UK,Action
tt0758774,Body of Lies,2008,10 October 2008 (USA),128 min,Ridley Scott,David Ignatius,Mark Strong,Arabic,UK,Drama
tt0758774,Body of Lies,2008,10 October 2008 (USA),128 min,Ridley Scott,David Ignatius,Mark Strong,Arabic,UK,Thriller
tt0120744,The Man in the Iron Mask,1998,13 March 1998 (USA),132 min,Randall Wallace,Alexandre Dumas père,Leonardo DiCaprio,English,USA,Action
tt0120744,The Man in the Iron Mask,1998,13 March 1998 (USA),132 min,Randall Wallace,Alexandre Dumas père,Leonardo DiCaprio,English,USA,Adventure
tt0120744,The Man in the Iron Mask,1998,13 March 1998 (USA),132 min,Randall Wallace,Alexandre Dumas père,Leonardo DiCaprio,English,France,Action
tt0120744,The Man in the Iron Mask,1998,13 March 1998 (USA),132 min,Randall Wallace,Alexandre Dumas père,Leonardo DiCaprio,English,France,Adventure
tt0120744,The Man in the Iron Mask,1998,13 March 1998 (USA),132 min,Randall Wallace,Alexandre Dumas père,Leonardo DiCaprio,Italian,USA,Action
tt0120744,The Man in the Iron Mask,1998,13 March 1998 (USA),132 min,Randall Wallace,Alexandre Dumas père,Leonardo DiCaprio,Italian,USA,Adventure
tt0120744,The Man in the Iron Mask,1998,13 March 1998 (USA),132 min,Randall Wallace,Alexandre Dumas père,Leonardo DiCaprio,Italian,France,Action
tt0120744,The Man in the Iron Mask,1998,13 March 1998 (USA),132 min,Randall Wallace,Alexandre Dumas père,Leonardo DiCaprio,Italian,France,Adventure
tt0120744,The Man in the Iron Mask,1998,13 March 1998 (USA),132 min,Randall Wallace,Randall Wallace,Leonardo DiCaprio,English,USA,Action
tt0120744,The Man in the Iron Mask,1998,13 March 1998 (USA),132 min,Randall Wallace,Randall Wallace,Leonardo DiCaprio,English,USA,Adventure
tt0120744,The Man in the Iron Mask,1998,13 March 1998 (USA),132 min,Randall Wallace,Randall Wallace,Leonardo DiCaprio,English,France,Action
tt0120744,The Man in the Iron Mask,1998,13 March 1998 (USA),132 min,Randall Wallace,Randall Wallace,Leonardo DiCaprio,English,France,Adventure
tt0120744,The Man in the Iron Mask,1998,13 March 1998 (USA),132 min,Randall Wallace,Randall Wallace,Leonardo DiCaprio,Italian,USA,Action
tt0120744,The Man in the Iron Mask,1998,13 March 1998 (USA),132 min,Randall Wallace,Randall Wallace,Leonardo DiCaprio,Italian,USA,Adventure
tt0120744,The Man in the Iron Mask,1998,13 March 1998 (USA),132 min,Randall Wallace,Randall Wallace,Leonardo DiCaprio,Italian,France,Action
tt0120744,The Man in the Iron Mask,1998,13 March 1998 (USA),132 min,Randall Wallace,Randall Wallace,Leonardo DiCaprio,Italian,France,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,Jeff Bridges,English,USA,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,Jeff Bridges,English,USA,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,Jeff Bridges,English,UK,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,Jeff Bridges,English,UK,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,Jeff Bridges,Danish,USA,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,Jeff Bridges,Danish,USA,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,Jeff Bridges,Danish,UK,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,Jeff Bridges,Danish,UK,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,Jeff Bridges,Spanish,USA,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,Jeff Bridges,Spanish,USA,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,Jeff Bridges,Spanish,UK,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,Jeff Bridges,Spanish,UK,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,Caroline Goodall,English,USA,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,Caroline Goodall,English,USA,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,Caroline Goodall,English,UK,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,Caroline Goodall,English,UK,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,Caroline Goodall,Danish,USA,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,Caroline Goodall,Danish,USA,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,Caroline Goodall,Danish,UK,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,Caroline Goodall,Danish,UK,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,Caroline Goodall,Spanish,USA,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,Caroline Goodall,Spanish,USA,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,Caroline Goodall,Spanish,UK,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,Caroline Goodall,Spanish,UK,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,John Savage,English,USA,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,John Savage,English,USA,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,John Savage,English,UK,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,John Savage,English,UK,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,John Savage,Danish,USA,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,John Savage,Danish,USA,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,John Savage,Danish,UK,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,John Savage,Danish,UK,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,John Savage,Spanish,USA,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,John Savage,Spanish,USA,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,John Savage,Spanish,UK,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Charles Gieg Jr.,John Savage,Spanish,UK,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,Jeff Bridges,English,USA,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,Jeff Bridges,English,USA,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,Jeff Bridges,English,UK,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,Jeff Bridges,English,UK,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,Jeff Bridges,Danish,USA,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,Jeff Bridges,Danish,USA,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,Jeff Bridges,Danish,UK,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,Jeff Bridges,Danish,UK,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,Jeff Bridges,Spanish,USA,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,Jeff Bridges,Spanish,USA,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,Jeff Bridges,Spanish,UK,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,Jeff Bridges,Spanish,UK,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,Caroline Goodall,English,USA,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,Caroline Goodall,English,USA,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,Caroline Goodall,English,UK,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,Caroline Goodall,English,UK,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,Caroline Goodall,Danish,USA,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,Caroline Goodall,Danish,USA,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,Caroline Goodall,Danish,UK,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,Caroline Goodall,Danish,UK,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,Caroline Goodall,Spanish,USA,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,Caroline Goodall,Spanish,USA,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,Caroline Goodall,Spanish,UK,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,Caroline Goodall,Spanish,UK,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,John Savage,English,USA,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,John Savage,English,USA,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,John Savage,English,UK,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,John Savage,English,UK,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,John Savage,Danish,USA,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,John Savage,Danish,USA,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,John Savage,Danish,UK,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,John Savage,Danish,UK,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,John Savage,Spanish,USA,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,John Savage,Spanish,USA,Drama
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,John Savage,Spanish,UK,Adventure
tt0118158,White Squall,1996,2 February 1996 (USA),129 min,Ridley Scott,Felix Sutton,John Savage,Spanish,UK,Drama
tt0119173,G.I. Jane,1997,22 August 1997 (USA),125 min,Ridley Scott,Danielle Alexandra,Demi Moore,English,USA,Action
tt0119173,G.I. Jane,1997,22 August 1997 (USA),125 min,Ridley Scott,Danielle Alexandra,Demi Moore,English,USA,Drama
tt0119173,G.I. Jane,1997,22 August 1997 (USA),125 min,Ridley Scott,Danielle Alexandra,Demi Moore,English,UK,Action
tt0119173,G.I. Jane,1997,22 August 1997 (USA),125 min,Ridley Scott,Danielle Alexandra,Demi Moore,English,UK,Drama
tt0119173,G.I. Jane,1997,22 August 1997 (USA),125 min,Ridley Scott,Danielle Alexandra,Viggo Mortensen,English,USA,Action
tt0119173,G.I. Jane,1997,22 August 1997 (USA),125 min,Ridley Scott,Danielle Alexandra,Viggo Mortensen,English,USA,Drama
tt0119173,G.I. Jane,1997,22 August 1997 (USA),125 min,Ridley Scott,Danielle Alexandra,Viggo Mortensen,English,UK,Action
tt0119173,G.I. Jane,1997,22 August 1997 (USA),125 min,Ridley Scott,Danielle Alexandra,Viggo Mortensen,English,UK,Drama
tt0119173,G.I. Jane,1997,22 August 1997 (USA),125 min,Ridley Scott,Danielle Alexandra,Anne Bancroft,English,USA,Action
tt0119173,G.I. Jane,1997,22 August 1997 (USA),125 min,Ridley Scott,Danielle Alexandra,Anne Bancroft,English,USA,Drama
tt0119173,G.I. Jane,1997,22 August 1997 (USA),125 min,Ridley Scott,Danielle Alexandra,Anne Bancroft,English,UK,Action
tt0119173,G.I. Jane,1997,22 August 1997 (USA),125 min,Ridley Scott,Danielle Alexandra,Anne Bancroft,English,UK,Drama
tt0119173,G.I. Jane,1997,22 August 1997 (USA),125 min,Ridley Scott,David Twohy,Demi Moore,English,USA,Action
tt0119173,G.I. Jane,1997,22 August 1997 (USA),125 min,Ridley Scott,David Twohy,Demi Moore,English,USA,Drama
tt0119173,G.I. Jane,1997,22 August 1997 (USA),125 min,Ridley Scott,David Twohy,Demi Moore,English,UK,Action
tt0119173,G.I. Jane,1997,22 August 1997 (USA),125 min,Ridley Scott,David Twohy,Demi Moore,English,UK,Drama
tt0119173,G.I. Jane,1997,22 August 1997 (USA),125 min,Ridley Scott,David Twohy,Viggo Mortensen,English,USA,Action
tt0119173,G.I. Jane,1997,22 August 1997 (USA),125 min,Ridley Scott,David Twohy,Viggo Mortensen,English,USA,Drama
tt0119173,G.I. Jane,1997,22 August 1997 (USA),125 min,Ridley Scott,David Twohy,Viggo Mortensen,English,UK,Action
tt0119173,G.I. Jane,1997,22 August 1997 (USA),125 min,Ridley Scott,David Twohy,Viggo Mortensen,English,UK,Drama
tt0119173,G.I. Jane,1997,22 August 1997 (USA),125 min,Ridley Scott,David Twohy,Anne Bancroft,English,USA,Action
tt0119173,G.I. Jane,1997,22 August 1997 (USA),125 min,Ridley Scott,David Twohy,Anne Bancroft,English,USA,Drama
tt0119173,G.I. Jane,1997,22 August 1997 (USA),125 min,Ridley Scott,David Twohy,Anne Bancroft,English,UK,Action
tt0119173,G.I. Jane,1997,22 August 1997 (USA),125 min,Ridley Scott,David Twohy,Anne Bancroft,English,UK,Drama
tt0089469,Legend,1985,18 April 1986 (USA),89 min,Ridley Scott,William Hjortsberg,Tom Cruise,English,USA,Adventure
tt0089469,Legend,1985,18 April 1986 (USA),89 min,Ridley Scott,William Hjortsberg,Tom Cruise,English,USA,Fantasy
tt0089469,Legend,1985,18 April 1986 (USA),89 min,Ridley Scott,William Hjortsberg,Tom Cruise,English,USA,Romance
tt0089469,Legend,1985,18 April 1986 (USA),89 min,Ridley Scott,William Hjortsberg,Tom Cruise,English,UK,Adventure
tt0089469,Legend,1985,18 April 1986 (USA),89 min,Ridley Scott,William Hjortsberg,Tom Cruise,English,UK,Fantasy
tt0089469,Legend,1985,18 April 1986 (USA),89 min,Ridley Scott,William Hjortsberg,Tom Cruise,English,UK,Romance
tt0089469,Legend,1985,18 April 1986 (USA),89 min,Ridley Scott,William Hjortsberg,Tom Cruise,Italian,USA,Adventure
tt0089469,Legend,1985,18 April 1986 (USA),89 min,Ridley Scott,William Hjortsberg,Tom Cruise,Italian,USA,Fantasy
tt0089469,Legend,1985,18 April 1986 (USA),89 min,Ridley Scott,William Hjortsberg,Tom Cruise,Italian,USA,Romance
tt0089469,Legend,1985,18 April 1986 (USA),89 min,Ridley Scott,William Hjortsberg,Tom Cruise,Italian,UK,Adventure
tt0089469,Legend,1985,18 April 1986 (USA),89 min,Ridley Scott,William Hjortsberg,Tom Cruise,Italian,UK,Fantasy
tt0089469,Legend,1985,18 April 1986 (USA),89 min,Ridley Scott,William Hjortsberg,Tom Cruise,Italian,UK,Romance
tt0089469,Legend,1985,18 April 1986 (USA),89 min,Ridley Scott,William Hjortsberg,Mia Sara,English,USA,Adventure
tt0089469,Legend,1985,18 April 1986 (USA),89 min,Ridley Scott,William Hjortsberg,Mia Sara,English,USA,Fantasy
tt0089469,Legend,1985,18 April 1986 (USA),89 min,Ridley Scott,William Hjortsberg,Mia Sara,English,USA,Romance
tt0089469,Legend,1985,18 April 1986 (USA),89 min,Ridley Scott,William Hjortsberg,Mia Sara,English,UK,Adventure
tt0089469,Legend,1985,18 April 1986 (USA),89 min,Ridley Scott,William Hjortsberg,Mia Sara,English,UK,Fantasy
tt0089469,Legend,1985,18 April 1986 (USA),89 min,Ridley Scott,William Hjortsberg,Mia Sara,English,UK,Romance
tt0089469,Legend,1985,18 April 1986 (USA),89 min,Ridley Scott,William Hjortsberg,Mia Sara,Italian,USA,Adventure
tt0089469,Legend,1985,18 April 1986 (USA),89 min,Ridley Scott,William Hjortsberg,Mia Sara,Italian,USA,Fantasy
tt0089469,Legend,1985,18 April 1986 (USA),89 min,Ridley Scott,William Hjortsberg,Mia Sara,Italian,USA,Romance
tt0089469,Legend,1985,18 April 1986 (USA),89 min,Ridley Scott,William Hjortsberg,Mia Sara,Italian,UK,Adventure
tt0089469,Legend,1985,18 April 1986 (USA),89 min,Ridley Scott,William Hjortsberg,Mia Sara,Italian,UK,Fantasy
tt0089469,Legend,1985,18 April 1986 (USA),89 min,Ridley Scott,William Hjortsberg,Mia Sara,Italian,UK,Romance
tt0089469,Legend,1985,18 April 1986 (USA),89 min,Ridley Scott,William Hjortsberg,Tim Curry,English,USA,Adventure
tt0089469,Legend,1985,18 April 1986 (USA),89 min,Ridley Scott,William Hjortsberg,Tim Curry,English,USA,Fantasy
tt0089469,Legend,1985,18 April 1986 (USA),89 min,Ridley Scott,William Hjortsberg,Tim Curry,English,USA,Romance
